1,0,0,0,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.037037037,0.006493506,0.003584229,0,0.019230769,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0.008928571,0,0,0.060606061,0.058823529,0,0,0.019230769,0,0,0,0,0,0.007751938,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0.00952381,0,0,0.013986014,0,0,0,0.007518797,0,0,0,0,0,0.166666667,0,0,0.012096774,0,0.023255814,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0.001618123,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.043478261,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003584229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0.041958042,0,0,0.055555556,0,0.023809524,0.028571429,0.048780488,0.025641026,0,0,0,0.02173913,0.036697248,0.01754386,0,0,0,0,0,0.017857143,0,0.04494382,0.028571429,0,0,0,0.036036036,0.044871795,0.051948052,0.023255814,0.014492754,0.051724138,0,0,0.029411765,0.017241379,0,0,0,0.035714286,0.022099448,0.013071895,0.042553191,0.050632911,0,0,0,0.014705882,0.015625,0.047619048,0,0,0,0,0,0.005181347,0,0,0,0.037383178,0.01754386,0.034188034,0,0,0.0375,0,0,0,0,0,0.009009009,0.016949153,0,0,0,0,0.053333333,0.051470588,0,0.022727273,0,0,0,0,0.014925373,0.018518519,0,0.016129032,0,0,0.032258065,0.03030303,0.002087683,0,0,0.051724138,0,0.016806723,0.030769231,0.051948052,0,0,0.026315789,0.014925373,0.019417476,0,0.005747126,0,0.018348624,0.027777778,0.020547945,0.019607843,0.027777778,0.013888889,0,0,0,0,0,0.010791367,0,0.027777778,0.048780488,0.048192771,0,0,0.02739726,0,0,0,0,0.075630252,0.02955665,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0.025862069,0,0.103448276,0.012658228,0.012345679,0.035087719,0.029411765,0.057142857,0,0,0,0,0,0,0,0,0,0.015649452,0.046511628,0,0.026086957,0,0.020408163,0.060869565,0,0,0,0,0,0,0.038461538,0.055555556,0,0,0.022222222,0,0.028037383,0,0.023809524,0,0,0.041666667,0.020408163,0,0
0,0,0,1,0.022222222,0,0,0,0,0,0,0,0,0.03125,0,0.037037037,0,0.051546392,0.02173913,0,0.005524862,0,0,0.027027027,0.095238095,0,0.037974684,0,0,0,0,0.009708738,0.027027027,0.029411765,0.03125,0,0,0,0,0,0,0,0,0,0.02173913,0.011627907,0.006734007,0.011627907,0.014084507,0.03125,0,0,0,0.038461538,0.03125,0,0.025,0.022222222,0,0.012658228,0,0.033333333,0,0,0.01010101,0,0.018518519,0,0,0.014084507,0,0,0,0,0,0,0.028301887,0,0,0,0,0,0.039370079,0,0,0,0,0.047619048,0,0.008064516,0,0,0.019607843,0.025641026,0,0.049295775,0.036363636,0.004282655,0,0,0.020408163,0,0.028037383,0.033613445,0.029411765,0,0,0,0.016260163,0.010752688,0,0.012345679,0,0.01010101,0,0.021352313,0.010869565,0,0.033333333,0,0.038461538,0.04,0,0,0.011235955,0,0.016129032,0.032258065,0.013333333,0,0,0.015873016,0.030769231,0.037037037,0,0,0.026315789,0.020618557,0.028846154,0,0,0.045454545,0,0,0,0,0,0.03125,0,0,0,0,0.008888889,0,0.011904762,0,0.028985507,0.009433962,0,0,0,0,0,0,0,0,0.055555556,0,0,0.009493671,0.025974026,0.03030303,0.049019608,0,0.054054054,0.047169811,0,0,0,0,0,0,0,0.022222222,0,0,0.038461538,0,0.006309148,0,0,0,0,0.026315789,0.026315789,0,0
0.008474576,0,0.041958042,0.022222222,1,0.055555556,0.030769231,0.037037037,0.007462687,0.008,0.017094017,0.024390244,0,0.024193548,0,0,0.015625,0.048128342,0.044444444,0,0.010989011,0,0.008333333,0.047619048,0.014492754,0,0.053892216,0.076388889,0.048275862,0.00862069,0.050420168,0.036649215,0.033613445,0.031446541,0.024193548,0,0.051094891,0.016,0,0.008547009,0.067669173,0,0,0.013043478,0.036764706,0.12605042,0.07967033,0.040229885,0.024691358,0.007936508,0.007575758,0.008130081,0.006622517,0.020689655,0.007936508,0,0.007462687,0.014492754,0,0.080745342,0.037453184,0.008064516,0,0,0.127906977,0.007142857,0.046153846,0.008474576,0,0.050632911,0,0,0.00862069,0.016949153,0,0.059782609,0.051813472,0.008064516,0,0.016260163,0.049295775,0.018867925,0.061032864,0.05511811,0,0.01369863,0.007692308,0.029850746,0.025210084,0.018604651,0,0.007575758,0.013888889,0.007518797,0.008333333,0.038461538,0.034246575,0.008960573,0,0,0.043478261,0,0.035532995,0.053398058,0.031446541,0,0.049079755,0,0.052884615,0.02173913,0.008264463,0.066115702,0.016,0.048648649,0.008403361,0.168711656,0.016304348,0,0.033112583,0,0.01369863,0,0,0.050632911,0.052023121,0.015037594,0.068027211,0.008,0.055900621,0,0,0.039473684,0.012578616,0.008264463,0,0,0.060301508,0.042857143,0.020304569,0.008264463,0,0,0,0,0.024590164,0,0,0.016,0,0.044871795,0,0.014814815,0.035483871,0,0.028735632,0.038216561,0.012269939,0.015151515,0,0,0.007462687,0.008130081,0,0,0.015873016,0.030487805,0.015384615,0,0.008264463,0.068613139,0.067901235,0.007874016,0.052356021,0.025,0.023076923,0.102150538,0.007352941,0,0,0.007692308,0,0.025157233,0.02238806,0.02189781,0.036231884,0,0.035502959,0,0.144044321,0.008130081,0.016129032,0,0.008547009,0.015267176,0.007575758,0,0
0,0.026315789,0,0,0.055555556,1,0.038461538,0,0,0,0,0,0,0,0,0,0,0.01754386,0.033898305,0,0.005128205,0,0.025,0,0,0,0.010526316,0.02739726,0.014084507,0,0.022727273,0.017241379,0.006060606,0.012048193,0.02173913,0,0.032258065,0,0,0,0.033333333,0,0,0.006578947,0.033898305,0.038674033,0.046822742,0,0.023809524,0,0,0.047619048,0,0,0,0,0.018518519,0,0,0.010752688,0.020725389,0,0,0,0.017857143,0,0.016393443,0,0.026315789,0.011764706,0,0,0,0.025641026,0,0.026785714,0.033613445,0.022727273,0.022727273,0,0.045454545,0,0.006896552,0.058823529,0,0,0,0,0.05,0,0,0,0,0,0,0,0.014285714,0.010460251,0,0,0.015873016,0,0.008130081,0.014814815,0.012048193,0,0.011111111,0.024390244,0.01459854,0.018867925,0,0.028901734,0,0,0,0.041522491,0.009433962,0,0.027027027,0,0.014925373,0,0,0.023809524,0.017921147,0,0.026666667,0,0.034482759,0.019230769,0,0.04,0,0,0,0,0.0234375,0.019230769,0.016806723,0,0,0,0,0,0.022727273,0,0,0.02173913,0.05,0.012195122,0,0.017857143,0.004166667,0,0,0.012195122,0,0,0,0,0.057692308,0.073170732,0,0,0,0.022988506,0,0,0.05,0.01875,0.010869565,0,0.025423729,0.048780488,0,0.024590164,0.017857143,0.026315789,0,0.02,0,0.012195122,0.036363636,0,0.016129032,0,0.032608696,0,0.015243902,0,0,0,0.027027027,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.055555556,0,0.037037037,0,0,1,0,0,0,0.096774194,0,0,0,0,0.027027027,0.02970297,0,0,0.005464481,0,0,0.025641026,0,0,0.063291139,0.016129032,0,0,0.03125,0.039215686,0.033557047,0.014084507,0.029411765,0,0.019607843,0,0,0.04,0.041666667,0,0,0.007142857,0.065217391,0.023255814,0.013468013,0.022988506,0.027777778,0,0.025,0,0.034482759,0.076923077,0.029411765,0,0.023809524,0.021276596,0,0,0.005434783,0.03125,0.037037037,0,0.03030303,0.020833333,0.037037037,0,0,0.088235294,0,0,0,0,0,0,0.018348624,0,0,0,0,0.014492754,0.063492063,0,0,0,0,0.022222222,0,0,0,0,0.08,0.024390244,0,0.04137931,0.053571429,0,0,0,0.083333333,0,0.087378641,0.033057851,0.058823529,0,0,0,0.032520325,0.021276596,0,0.006060606,0,0.040816327,0.037037037,0.017605634,0.021505376,0,0,0,0,0,0,0,0.014925373,0,0.015625,0.03030303,0.026315789,0,0,0.03125,0.014705882,0,0,0,0.0625,0.025641026,0.018691589,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0.036199095,0,0.035714286,0,0.013888889,0.048076923,0,0,0,0,0,0,0,0,0.081081081,0,0,0.007874016,0.065789474,0,0.028301887,0,0.108108108,0.046296296,0.022727273,0,0,0,0,0,0.022727273,0.021276596,0,0,0.024691358,0,0.019047619,0,0.0625,0,0,0.051282051,0.025,0,0
0,0,0,0,0.007462687,0,0,0,1,0.035714286,0,0,0,0,0,0.041666667,0,0.010204082,0.023255814,0,0,0,0,0,0,0,0.025974026,0,0.018518519,0,0,0,0.006756757,0,0,0,0,0.034482759,0.05,0,0,0,0,0.014925373,0,0.023952096,0.01369863,0,0.014705882,0,0.028571429,0,0,0,0,0,0.027027027,0,0,0.026666667,0.005586592,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0.010309278,0,0,0,0,0,0.015625,0.0078125,0,0,0,0,0,0,0.008264463,0,0,0.020833333,0,0,0.013888889,0,0.008658009,0,0,0,0,0.019047619,0.008403361,0,0,0.01369863,0,0,0.011111111,0,0,0,0,0,0.007092199,0,0,0.035087719,0,0.02,0,0,0.014705882,0.003759398,0,0,0,0,0.028571429,0,0.016666667,0.015873016,0,0,0,0,0.005154639,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0.052631579,0.009009009,0,0.025,0.015384615,0.014925373,0.009708738,0,0,0,0,0,0,0,0,0,0,0,0.011146497,0,0.033333333,0.009708738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987013,0,0.006369427,0,0,0,0,0.028571429,0,0,0
0,0,0.023809524,0,0.008,0,0,0,0.035714286,1,0,0,0,0,0,0,0,0.011235955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0.02189781,0.01754386,0.105263158,0,0.027027027,0,0,0,0,0,0,0,0.029411765,0,0,0.02739726,0,0,0.038461538,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0.016949153,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.008403361,0,0,0,0,0,0,0,0,0,0,0,0,0.007352941,0,0,0,0,0.027027027,0,0,0.018348624,0.01754386,0,0,0,0,0.012345679,0,0.006622517,0,0,0,0.014760148,0,0,0,0,0,0,0.090909091,0,0,0,0.02,0,0,0,0,0,0.018518519,0,0,0,0.009615385,0.005405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014150943,0,0.028169014,0,0,0.010638298,0,0,0,0,0,0,0,0,0.04,0,0,0.003205128,0.015151515,0,0.010638298,0,0.038461538,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0.003267974,0,0,0,0,0,0,0,0
